Time (sec.)	Cycles	"speed_target"	"speed_actual"	"speed_error"
5.748690476	965780000	3600.000000000	3625.000000000	-15.655704498
5.798646679	974172642	3600.000000000	3625.000000000	-15.655704498
5.798646679	974172642	3600.000000000	3623.000000000	-15.655704498
5.798690476	974180000	3600.000000000	3623.000000000	4.919742584
5.848646327	982572583	3600.000000000	3623.000000000	4.919742584
5.848646327	982572583	3600.000000000	3654.000000000	4.919742584
5.848690476	982580000	3600.000000000	3654.000000000	-10.310619354
5.898646589	990972627	3600.000000000	3654.000000000	-10.310619354
5.898646589	990972627	3600.000000000	3657.000000000	-10.310619354
5.898690476	990980000	3600.000000000	3657.000000000	11.394695282
5.948646333	999372584	3600.000000000	3657.000000000	11.394695282
5.948646333	999372584	3600.000000000	3627.000000000	11.394695282
5.948690476	999380000	3600.000000000	3627.000000000	-2.450016022
5.998646268	1007772573	3600.000000000	3627.000000000	-2.450016022
5.998646268	1007772573	3600.000000000	3622.000000000	-2.450016022
5.998690476	1007780000	3600.000000000	3622.000000000	8.549983978
6.048646726	1016172650	3600.000000000	3622.000000000	8.549983978
6.048646726	1016172650	3600.000000000	3651.000000000	8.549983978
6.048690476	1016180000	3600.000000000	3651.000000000	-2.784233093
6.098646571	1024572624	6000.000000000	3651.000000000	-2.784233093
6.098646571	1024572624	6000.000000000	3653.000000000	-2.784233093
6.098690476	1024580000	6000.000000000	3653.000000000	-55.473674774
6.148646089	1032972543	6000.000000000	3653.000000000	-55.473674774
6.148646089	1032972543	6000.000000000	3669.000000000	-55.473674774
6.148690476	1032980000	6000.000000000	3669.000000000	-38.360946655
6.198688976	1041379748	6000.000000000	3669.000000000	-38.360946655
6.198688976	1041379748	6000.000000000	3669.000000000	-29.704574585
6.248646577	1049772625	6000.000000000	3669.000000000	-29.704574585
6.248646577	1049772625	6000.000000000	3797.000000000	-29.704574585
6.248690476	1049780000	6000.000000000	3797.000000000	-40.624031067
6.298646708	1058172647	6000.000000000	3797.000000000	-40.624031067
6.298646708	1058172647	6000.000000000	3881.000000000	-40.624031067
